gene pos_mean pos_sd pos_sCV Fano_pos neg_mean neg_sd neg_sCV Fano_neg
Psme1 0.837 1.0867 1.6858 1.411 0.7822 0.9653 1.5229 1.1912
Psme2 0.7515 1.0715 2.0329 1.5277 0.7062 0.9431 1.7835 1.2595
Nedd8 1.0572 1.1571 1.1979 1.2664 1.0932 1.0507 0.9237 1.0099
Dhrs1 0.1873 0.5985 10.2133 1.9126 0.2256 0.6007 7.0936 1.6
Ltb4r1 0.8752 1.1452 1.7123 1.4986 1.2058 1.1567 0.9202 1.1096
Ctsg 1.3873 1.5652 1.2729 1.766 1.4657 1.6624 1.2865 1.8856
Sap18 1.1069 1.1213 1.0262 1.1359 0.9536 0.9889 1.0755 1.0256
Mrpl57 0.7254 1.0401 2.0562 1.4915 0.7578 0.9571 1.5954 1.2089
Zdhhc20 0.1987 0.6022 9.1861 1.8251 0.2864 0.6492 5.1384 1.4716
Rpl13-ps3 1.6245 1.1906 0.5371 0.8725 1.5179 1.0978 0.523 0.7939
Arl11 0.1944 0.6049 9.679 1.882 0.3197 0.6951 4.728 1.5114
Rnaseh2b 0.2116 0.6056 8.1931 1.7336 0.2262 0.5688 6.3213 1.43
Ctsb 1.4123 1.2424 0.7738 1.0929 1.4059 1.147 0.6657 0.9359
Msra 0.5229 0.9279 3.1489 1.6465 0.5421 0.8634 2.5365 1.3751
Bnip3l 1.0525 1.1786 1.254 1.3198 1.2064 1.0785 0.7992 0.9642
Ppp2r2a 0.1857 0.582 9.818 1.8235 0.185 0.5247 8.0445 1.4882
Bin3 0.3909 0.8101 4.2951 1.6789 0.5233 0.8394 2.573 1.3464
Itm2b 3.7278 0.7051 0.0358 0.1334 3.6708 0.6239 0.0289 0.106
Sucla2 0.3713 0.7828 4.4451 1.6504 0.3592 0.7134 3.9437 1.4168
Esd 0.699 1.0251 2.1506 1.5033 0.8123 0.9826 1.463 1.1885
Lcp1 0.9009 1.0989 1.4876 1.3403 1.1221 1.0654 0.9016 1.0117
Tpt1 1.7017 1.2357 0.5273 0.8973 1.968 1.0815 0.302 0.5944
Gtf2f2 0.2681 0.6826 6.4804 1.7377 0.2825 0.6335 5.0305 1.421
Dnajc15 0.3634 0.7916 4.7456 1.7244 0.3694 0.7344 3.9517 1.4598
Rgcc 0.9059 1.1595 1.6383 1.4841 0.8542 1.0518 1.5162 1.2951
Wbp4 0.1933 0.5924 9.391 1.8155 0.2507 0.6238 6.1924 1.5522
Elf1 0.3439 0.78 5.143 1.7688 0.3976 0.7618 3.6707 1.4595
Sugt1 0.2269 0.6316 7.7486 1.7583 0.2815 0.6622 5.5365 1.5582
Mzt1 0.3198 0.7363 5.3007 1.6953 0.2586 0.6112 5.5853 1.4444
Commd6 0.319 0.7473 5.486 1.7503 0.3775 0.7436 3.8802 1.4647
Uchl3 0.3196 0.7301 5.2163 1.6674 0.3056 0.6531 4.5674 1.3957
Ndfip2 0.3347 0.7528 5.0597 1.6933 0.3511 0.7087 4.0743 1.4306
Gm10076 0.8954 1.0565 1.3922 1.2466 0.843 0.9698 1.3234 1.1157
Tpm3-rs7 0.1127 0.442 15.3736 1.7332 0.2369 0.5788 5.9688 1.4141
Dnajc3 0.337 0.7629 5.1229 1.7267 0.3827 0.7427 3.7665 1.4413
Stk24 0.5846 0.9513 2.6482 1.5481 0.5917 0.8716 2.1702 1.284
Ubac2 0.1952 0.6057 9.6305 1.8798 0.2025 0.556 7.5362 1.5262
Tm9sf2 0.2503 0.6637 7.0331 1.7602 0.3012 0.6544 4.7217 1.422
Dcun1d5 0.6272 0.9806 2.4441 1.533 0.5909 0.8759 2.1974 1.2984
Tmem123 0.2953 0.7269 6.0587 1.7891 0.1969 0.5481 7.7508 1.5259
Cwc15 0.5235 0.9317 3.1684 1.6585 0.4979 0.8278 2.7636 1.3761
Ubl5 0.701 0.9973 2.0243 1.4189 0.8465 0.9727 1.3206 1.1179
Pin1 0.6301 0.9836 2.4371 1.5355 0.566 0.8628 2.3234 1.3151
Eif3g 0.5597 0.9337 2.7824 1.5574 0.5577 0.8582 2.3682 1.3207
Mrpl4 0.2044 0.6195 9.1886 1.8778 0.215 0.5776 7.2206 1.5521
Cdc37 0.4659 0.8603 3.4096 1.5885 0.5335 0.8329 2.4374 1.3003
Cdkn2d 0.9586 1.1597 1.4634 1.4029 0.978 1.0788 1.2167 1.1899
Dnm2 0.1866 0.5733 9.4423 1.7617 0.246 0.6096 6.1417 1.5108
AB124611 0.7469 1.0562 1.9996 1.4936 0.9782 1.0529 1.1586 1.1334
Spc24 0.4257 0.8486 3.9737 1.6917 0.3628 0.7656 4.4528 1.6154
Rab3d 0.1963 0.5959 9.2184 1.8093 0.2823 0.652 5.3334 1.5056
Tmem205 0.2267 0.6539 8.3213 1.8862 0.316 0.6903 4.7705 1.5076
Elof1 0.4185 0.8326 3.9571 1.6561 0.408 0.7486 3.3669 1.3737
Pigyl 0.251 0.6689 7.0991 1.7821 0.2788 0.6511 5.4563 1.521
Rp9 0.5728 0.961 2.8144 1.6122 0.6716 0.9376 1.9491 1.3089
Sept7 0.8529 1.0734 1.5838 1.3509 0.9394 1.0117 1.1598 1.0896
Thyn1 0.1595 0.5387 11.4048 1.8194 0.2069 0.5508 7.0863 1.4661
Fli1 0.1883 0.5739 9.2901 1.7492 0.2486 0.6054 5.9322 1.4745
Dcps 0.21 0.61 8.4391 1.7721 0.161 0.4905 9.2765 1.494
Stt3a 0.4847 0.8721 3.237 1.569 0.4558 0.781 2.9369 1.3385
Tbrg1 0.2511 0.6656 7.0286 1.7647 0.2453 0.6078 6.1414 1.5063
Hspa8 1.6499 1.3024 0.6231 1.028 1.8361 1.1959 0.4242 0.7789
H2afx 0.6966 1.084 2.4216 1.6868 0.6769 1.0376 2.35 1.5906
Hmbs 0.244 0.644 6.9667 1.6997 0.2371 0.5775 5.9318 1.4066
Trappc4 0.4632 0.8645 3.4837 1.6135 0.5497 0.8587 2.4402 1.3414
Rps25 1.8121 1.2394 0.4678 0.8477 2.0882 1.0905 0.2727 0.5695
Atp5l 1.7881 1.2028 0.4525 0.8091 1.8205 1.0447 0.3293 0.5995
Pafah1b2 0.2073 0.5961 8.2737 1.7148 0.1877 0.5262 7.856 1.4749
Rexo2 0.278 0.705 6.4327 1.788 0.289 0.6647 5.2896 1.5287
Rbm7 0.4828 0.8795 3.3188 1.6022 0.5035 0.8172 2.6345 1.3265
Rpl10-ps3 1.4189 1.2123 0.73 1.0357 1.607 1.1121 0.4789 0.7697
Pts 0.3501 0.7804 4.9694 1.7397 0.381 0.7433 3.8068 1.4502
Sdhd 0.8215 1.0673 1.688 1.3867 0.7939 0.9537 1.4429 1.1456
Timm8b 0.2994 0.7103 5.6266 1.6848 0.3969 0.7502 3.5717 1.4178
Fdx1 0.2381 0.656 7.593 1.8077 0.2741 0.634 5.3492 1.4663
Rdx 0.3133 0.7405 5.5847 1.7499 0.3691 0.7457 4.0816 1.5066
Acat1 0.3822 0.7805 4.1707 1.5939 0.4506 0.7852 3.0366 1.3683
Idh3a 0.3427 0.749 4.7777 1.6372 0.3441 0.6887 4.006 1.3785
Wdr61 0.323 0.7425 5.2846 1.7068 0.3098 0.6609 4.5515 1.41
Psma4 0.7961 1.0614 1.7774 1.4151 0.8521 0.9843 1.3341 1.1369
Fbxo22 0.2182 0.6225 8.1388 1.7761 0.2254 0.5754 6.516 1.4689
Nrg4 0.3158 0.7457 5.5763 1.7608 0.3912 0.739 3.5685 1.3961
Etfa 0.5301 0.9032 2.9033 1.539 0.4836 0.7979 2.7222 1.3164
Rcn2 0.1986 0.5945 8.9557 1.779 0.1744 0.5108 8.5779 1.496
Pstpip1 0.18 0.5693 9.9996 1.8001 0.278 0.646 5.4013 1.5013
Imp3 0.2254 0.6419 8.1092 1.828 0.2776 0.6397 5.3117 1.4743
Commd4 0.3417 0.7823 5.2415 1.791 0.3466 0.7167 4.2758 1.4819
Cox5a 1.1306 1.1716 1.0739 1.2141 1.0553 1.0614 1.0116 1.0675
Scamp2 0.2617 0.6886 6.9248 1.8121 0.3052 0.6762 4.9076 1.4979
Csk 0.2494 0.6687 7.1919 1.7934 0.269 0.6367 5.6037 1.5072
Ubl7 0.2556 0.6897 7.2845 1.8616 0.2523 0.6246 6.1272 1.546
Nptn 0.4582 0.8469 3.4157 1.5652 0.2979 0.6523 4.7931 1.428
Adpgk 0.2701 0.6959 6.6371 1.7929 0.4286 0.8088 3.5615 1.5263
Hexa 0.5561 0.9481 2.9074 1.6167 0.5044 0.8299 2.7066 1.3653
Pkm 2.449 1.1042 0.2033 0.4979 2.6352 0.9343 0.1257 0.3313
Rplp1 1.6897 1.2823 0.5759 0.9732 2.0079 1.2006 0.3576 0.7179
Anp32a 0.9282 1.1011 1.4072 1.3061 1.0083 1.0184 1.0201 1.0286
Rpl4 2.4454 1.2199 0.2488 0.6085 2.6088 1.1013 0.1782 0.4649
Snapc5 0.3846 0.8185 4.5288 1.7419 0.5571 0.8672 2.4235 1.35
Map2k1 0.2145 0.6158 8.2426 1.7681 0.3168 0.6803 4.612 1.461
Tipin 0.6071 0.9944 2.6831 1.6289 0.4982 0.8555 2.9491 1.4692
Rab11a 0.4274 0.8529 3.981 1.7017 0.5452 0.8704 2.5487 1.3896
Spg21 0.6741 1.0075 2.2335 1.5057 0.5662 0.8613 2.314 1.3102
Oaz2 0.1684 0.5531 10.7884 1.8167 0.2133 0.5626 6.9567 1.4838
2810417H13Rik 0.7802 1.2 2.3653 1.8455 0.6034 1.0536 3.0488 1.8397
Ppib 0.9366 1.1225 1.4364 1.3453 1.029 1.0546 1.0504 1.0809
Snx1 0.196 0.5964 9.264 1.8153 0.2955 0.6753 5.2225 1.5432
Fam96a 1.1779 1.2077 1.0512 1.2382 1.0807 1.0963 1.0292 1.1122
Rps27l 0.7981 1.0705 1.7988 1.4357 0.7307 0.9534 1.7028 1.2441
Anxa2 1.4219 1.2686 0.7959 1.1318 1.6873 1.1562 0.4695 0.7923
Bnip2 0.2825 0.7035 6.2029 1.7522 0.4025 0.7508 3.4796 1.4006
Gtf2a2 0.3041 0.7395 5.9127 1.7981 0.2744 0.6368 5.3851 1.4777
Ccnb2 0.4865 0.9508 3.8196 1.8583 0.4162 0.8609 4.2781 1.7807
Polr2m 0.2424 0.6491 7.1701 1.7381 0.2272 0.5698 6.2887 1.4289
Ccpg1 0.1711 0.5631 10.8316 1.8531 0.2325 0.613 6.9506 1.6162
Rab27a 0.1909 0.5856 9.4111 1.7965 0.2966 0.6566 4.9002 1.4534
Rsl24d1 0.4863 0.8781 3.2598 1.5854 0.517 0.8204 2.518 1.3018
Arpp19 0.992 1.1137 1.2603 1.2503 0.9251 0.9988 1.1656 1.0783
Tmod3 0.178 0.5652 10.081 1.7944 0.2488 0.612 6.0498 1.5053
Fbxo9 0.2251 0.6415 8.1242 1.8285 0.2512 0.6178 6.0517 1.5199
Eef1a1 2.4609 1.2134 0.2431 0.5983 2.6327 1.1439 0.1888 0.4971
Cox7a2 1.1141 1.1487 1.0632 1.1845 1.135 1.0428 0.8441 0.9581
Tmem30a 0.4148 0.8218 3.9244 1.6279 0.4447 0.7808 3.0821 1.3707
Fam46a 0.1752 0.5946 11.5137 2.0177 0.2507 0.6444 6.6077 1.6565
Cyb5r4 0.6482 0.9988 2.3744 1.5391 0.8006 0.9766 1.488 1.1913
Syncrip 0.208 0.5943 8.1663 1.6984 0.3079 0.6661 4.6799 1.4411
Mthfsl 0.3883 0.7989 4.2336 1.6439 0.3864 0.7409 3.6771 1.4208
Mthfs 0.3341 0.7514 5.0578 1.6898 0.3194 0.6817 4.556 1.4551
Tmed3 1.1311 1.2086 1.1418 1.2915 1.0608 1.0802 1.0369 1.1
Ctsh 0.9814 1.2483 1.6179 1.5879 0.8237 1.0757 1.7055 1.4048
Morf4l1 1.718 1.1912 0.4808 0.826 1.5834 1.0776 0.4632 0.7334
Plscr1 0.2657 0.6918 6.7781 1.8011 0.34 0.7254 4.5526 1.5478
Atp1b3 0.2557 0.6824 7.121 1.821 0.3038 0.6849 5.0815 1.5439
Rnf7 0.8709 1.0908 1.5688 1.3663 0.8941 0.9955 1.2397 1.1084
Pxylp1 0.2027 0.6032 8.8529 1.7947 0.2209 0.5636 6.5088 1.4378
Copb2 0.1604 0.5257 10.7467 1.7235 0.2139 0.5626 6.915 1.4793
Faim 0.2398 0.6549 7.4597 1.7886 0.2422 0.6093 6.3307 1.5331
Anapc13 0.418 0.8109 3.7638 1.5731 0.5219 0.8131 2.4269 1.2666
Ppm1m 0.2176 0.6132 7.9377 1.7276 0.3188 0.6889 4.6703 1.4888
Twf2 0.4099 0.8282 4.0816 1.6732 0.6096 0.8918 2.1404 1.3047
Alas1 0.8482 1.0945 1.6651 1.4123 1.0437 1.0607 1.0328 1.0779
Rpl29 1.7168 1.2394 0.5212 0.8948 2.0217 1.1134 0.3033 0.6132
Manf 0.7457 1.0719 2.0661 1.5407 0.8043 1.0194 1.6064 1.292
Mapkapk3 0.2937 0.7115 5.8678 1.7234 0.3922 0.7317 3.4815 1.3653
Rassf1 0.1676 0.5592 11.1271 1.8654 0.2161 0.5875 7.3913 1.5972
Gnai2 1.0444 1.1379 1.187 1.2398 1.2897 1.0741 0.6936 0.8945
Rhoa 0.9947 1.1302 1.2908 1.284 1.358 1.0899 0.6442 0.8748
Gpx1 3.1323 0.9623 0.0944 0.2956 3.1828 0.7752 0.0593 0.1888
Impdh2 0.3723 0.7781 4.3687 1.6264 0.4194 0.7488 3.1874 1.3369
Ndufaf3 0.2659 0.6878 6.6912 1.7792 0.3064 0.6838 4.9798 1.5258
Uqcrc1 0.9092 1.1027 1.471 1.3373 0.9297 0.992 1.1385 1.0585
Shisa5 0.3906 0.8386 4.6104 1.8006 0.423 0.8136 3.6991 1.5648
Tma7 1.1435 1.165 1.0379 1.1869 1.0173 1.0309 1.027 1.0448
Camp 2.9872 2.4355 0.6647 1.9857 3.0285 2.4869 0.6743 2.0421
Ngp 4.416 2.0857 0.2231 0.9851 4.0193 2.3635 0.3458 1.3899
Ccdc12 0.8648 1.1046 1.6315 1.4109 0.9926 1.043 1.104 1.0958
Ltf 0.4628 1.1032 5.6836 2.6301 0.4232 1.0998 6.7524 2.8578
Lrrfip2 0.1865 0.589 9.9757 1.8604 0.2465 0.6161 6.2466 1.5398
Pdcd6ip 0.1951 0.5933 9.2449 1.804 0.2045 0.5644 7.6143 1.5575
Cmtm6 0.401 0.8331 4.3169 1.7309 0.4343 0.7832 3.2513 1.4121
Cmtm7 2.2934 1.3162 0.3294 0.7553 2.2386 1.2692 0.3215 0.7196
Rps27rt 1.5635 1.1926 0.5818 0.9097 1.6214 1.0561 0.4243 0.6879
Stt3b 0.2427 0.6423 7.0056 1.7001 0.2855 0.6294 4.8592 1.3874
Myd88 0.1813 0.5857 10.4328 1.8919 0.2638 0.645 5.9778 1.577
Acaa1a 0.2116 0.6222 8.6479 1.8297 0.2692 0.6467 5.7688 1.5532
Rpsa 2.1462 1.2432 0.3355 0.7201 2.6235 1.0981 0.1752 0.4596
Eif1b 0.5086 0.9034 3.1556 1.6048 0.5138 0.8202 2.548 1.3092
Rpl14 2.8436 1.2223 0.1848 0.5254 2.9276 1.1483 0.1539 0.4504
Higd1a 0.3742 0.7874 4.4287 1.657 0.4339 0.7745 3.1861 1.3825
Abhd5 0.2688 0.6874 6.5406 1.758 0.3919 0.7443 3.6059 1.4133
Exosc7 0.3383 0.7679 5.1519 1.743 0.2947 0.6489 4.8491 1.429
Ccr1 0.5918 0.9735 2.7055 1.6012 0.8236 1.0015 1.4785 1.2177
Ccr2 0.259 0.7188 7.7017 1.9949 0.373 0.8055 4.6638 1.7395
Drg1 0.3023 0.7169 5.6233 1.7001 0.3457 0.6823 3.8959 1.3467
Patz1 0.1989 0.5976 9.0222 1.7949 0.1928 0.5432 7.9393 1.5304
Pik3ip1 0.2144 0.6635 9.5765 2.0532 0.199 0.5726 8.2743 1.647
Selm 0.1755 0.5675 10.4542 1.835 0.3341 0.719 4.6305 1.5472
Tcn2 0.425 0.843 3.9346 1.6721 0.4866 0.8074 2.7539 1.34
Pes1 0.1864 0.5719 9.4123 1.7546 0.2225 0.5662 6.4749 1.4408
Osm 0.3361 0.817 5.9089 1.986 0.2851 0.7257 6.4789 1.8471
Uqcr10 0.8987 1.0851 1.458 1.3103 1.0235 1.0207 0.9945 1.0179
Zmat5 0.2698 0.6966 6.6659 1.7984 0.2987 0.6658 4.9694 1.4843
Ewsr1 1.144 1.149 1.0087 1.154 1.1039 1.0368 0.8822 0.9739
Xbp1 0.4807 0.8863 3.3992 1.6341 0.6202 0.9107 2.1566 1.3375
Mrps24 0.4702 0.8913 3.5937 1.6896 0.5112 0.8318 2.6473 1.3533
Dbnl 0.3404 0.7664 5.0683 1.7253 0.4823 0.8272 2.9416 1.4188
Tmed4 0.2381 0.6486 7.4223 1.7672 0.2075 0.557 7.2051 1.4952
Ppia 3.2473 1.0845 0.1115 0.3622 3.0311 1.1166 0.1357 0.4113
H2afv 1.2092 1.2714 1.1055 1.3368 0.932 1.0978 1.3875 1.2932
Myo1g 0.1623 0.5369 10.9469 1.7762 0.2836 0.6573 5.3731 1.5237
Ccm2 0.2015 0.6072 9.0825 1.83 0.2818 0.6528 5.3673 1.5123
Ikzf1 0.2464 0.6516 6.9958 1.7236 0.2482 0.6126 6.0909 1.512
Sec61g 0.9996 1.114 1.2419 1.2414 1.1469 1.0462 0.8321 0.9543
Ppp3r1 0.2809 0.6913 6.0571 1.7013 0.3204 0.6797 4.5012 1.442
Pno1 0.1956 0.5872 9.0129 1.763 0.1682 0.4971 8.7322 1.4689
C1d 1.1776 1.1914 1.0235 1.2053 0.9895 1.0192 1.0611 1.0499
Actr2 0.4679 0.8568 3.3534 1.569 0.6829 0.9115 1.7812 1.2164
Rab1a 0.4712 0.8725 3.4292 1.6157 0.5234 0.8383 2.5655 1.3427
Ugp2 0.4185 0.8214 3.8523 1.6121 0.5509 0.8461 2.3589 1.2995
Mdh1 0.7739 1.0595 1.8742 1.4505 0.7918 0.9701 1.5013 1.1886
Commd1 0.3205 0.7378 5.2982 1.6982 0.4236 0.7685 3.2908 1.394
Cct4 0.4819 0.8744 3.2919 1.5865 0.6182 0.8846 2.0473 1.2657
Smek2 0.2597 0.6826 6.9064 1.7939 0.4122 0.7574 3.3767 1.3918
Rps27a 2.8414 1.0991 0.1496 0.4251 3.1937 0.889 0.0775 0.2475
Rtn4 0.2256 0.6518 8.3437 1.8827 0.3326 0.7166 4.6425 1.5441
Snrnp25 0.3063 0.7325 5.7176 1.7515 0.3789 0.7248 3.6591 1.3864
Npm1 1.3318 1.2824 0.9272 1.2348 1.2192 1.1622 0.9086 1.1078
Mat2b 0.567 0.9406 2.7522 1.5604 0.5921 0.874 2.1794 1.2904
Nudcd2 0.314 0.7271 5.3604 1.6834 0.3182 0.6695 4.4277 1.4088
Gnb2l1 1.0331 1.1742 1.2917 1.3345 1.305 1.1337 0.7547 0.9849
Psme2b 0.3681 0.7717 4.394 1.6176 0.2899 0.6291 4.7082 1.3651
Mgat1 0.196 0.6042 9.5058 1.8627 0.1922 0.545 8.0403 1.5453
Rnf130 0.798 1.0575 1.7561 1.4013 0.9065 1.0107 1.2429 1.1267
Canx 0.3698 0.782 4.4725 1.6537 0.572 0.8532 2.2245 1.2725
Hnrnph1 0.1755 0.5599 10.1781 1.7862 0.1949 0.5402 7.6832 1.4973
Clk4 0.2047 0.6162 9.0646 1.8552 0.2245 0.5951 7.0276 1.5775
Hnrnpab 0.5155 0.8967 3.0257 1.5598 0.5362 0.8375 2.4393 1.308
Nhp2 0.5629 0.9455 2.821 1.5881 0.5464 0.861 2.4833 1.3568
Sar1b 0.4602 0.861 3.4996 1.6107 0.4844 0.8061 2.7692 1.3415
Cdkn2aipnl 0.2081 0.6066 8.4943 1.7679 0.193 0.5445 7.9638 1.5366
Ube2b 0.8126 1.0733 1.7444 1.4176 0.8546 1.0002 1.3698 1.1707
Ppp2ca 0.3212 0.7468 5.4058 1.7363 0.3247 0.692 4.5428 1.475
Skp1a 0.4247 0.8319 3.836 1.6293 0.4885 0.8015 2.6923 1.3152
Vdac1 0.4472 0.8364 3.4988 1.5645 0.4876 0.7927 2.6432 1.2887
9530068E07Rik 0.3929 0.7999 4.1442 1.6283 0.41 0.7554 3.3939 1.3916
Hspa4 0.1676 0.5526 10.8669 1.8218 0.2259 0.5694 6.355 1.4355
Uqcrq 0.8603 1.0693 1.5448 1.329 0.9628 0.9941 1.0661 1.0265
Cdc42se2 0.1883 0.5944 9.9675 1.8765 0.2042 0.5675 7.7254 1.5774
Hint1 1.5221 1.2869 0.7148 1.088 1.4895 1.2014 0.6505 0.9689
Gpx3 0.3456 0.8002 5.3616 1.8528 0.4949 0.8592 3.0145 1.4919
Atox1 1.0323 1.1374 1.2139 1.2532 1.2779 1.0664 0.6963 0.8899
G3bp1 0.4762 0.8607 3.2672 1.5557 0.5394 0.8344 2.3931 1.2908
Cnot8 0.1955 0.5979 9.3571 1.829 0.1917 0.5399 7.9305 1.5203
Mrpl22 0.2326 0.6362 7.4789 1.7399 0.2344 0.5939 6.4184 1.5046
Rnf187 0.2886 0.7138 6.1185 1.7656 0.2939 0.6526 4.9296 1.449
Guk1 0.2113 0.6187 8.5728 1.8115 0.2084 0.5644 7.335 1.5285
Mrpl55 0.2429 0.6439 7.025 1.7067 0.2212 0.5795 6.8671 1.5187
Arf1 1.3389 1.18 0.7767 1.0399 1.3402 1.0497 0.6135 0.8222
Cops3 0.2523 0.652 6.6752 1.6844 0.2395 0.5862 5.9936 1.4352
Tmem11 0.2316 0.65 7.8774 1.8244 0.2113 0.5708 7.2985 1.5421
Map2k3 0.1521 0.5248 11.8982 1.8103 0.215 0.5646 6.8953 1.4827
Tnfrsf13b 0.3577 0.7932 4.9163 1.7588 0.5034 0.8463 2.8264 1.4228
Ncor1 0.3593 0.7855 4.7803 1.7174 0.4257 0.7815 3.3709 1.4349
Ubb 4.6647 0.4866 0.0109 0.0508 4.2422 0.4846 0.013 0.0553
Stx8 0.1573 0.5345 11.5507 1.8165 0.2254 0.5903 6.8579 1.5458
Rpl26 2.1747 1.2284 0.3191 0.6939 2.5555 1.074 0.1766 0.4514
Aurkb 0.1885 0.5654 9.0004 1.6962 0.1884 0.5341 8.035 1.5139
Trappc1 0.2536 0.6819 7.2293 1.8335 0.2718 0.6487 5.696 1.5482
Naa38 0.2506 0.6567 6.868 1.721 0.3401 0.6845 4.0513 1.3778
Trp53 0.1942 0.5731 8.7119 1.6917 0.2932 0.6432 4.8136 1.4112
Mpdu1 0.1839 0.5783 9.8858 1.8182 0.2651 0.6242 5.5423 1.4695
Cd68 0.5135 0.9697 3.5663 1.8313 0.5395 0.9343 2.9991 1.6181
Eif4a1 2.3303 1.2933 0.308 0.7177 2.3062 1.1677 0.2564 0.5912
Tmem256 0.7725 1.0408 1.8151 1.4022 0.852 0.9859 1.3391 1.1409
Plscr3 0.1789 0.5629 9.9022 1.7713 0.1993 0.5328 7.1441 1.4241
Acap1 0.2373 0.6403 7.2814 1.7277 0.2797 0.6405 5.244 1.4666
Gps2 0.2489 0.6657 7.1537 1.7805 0.2899 0.6689 5.3239 1.5435
Eif5a 2.9763 1.023 0.1181 0.3516 2.811 1.0256 0.1331 0.3742
Gabarap 1.3031 1.2089 0.8607 1.1215 1.3954 1.0862 0.6059 0.8455
0610010K14Rik 0.2512 0.6449 6.5895 1.6556 0.2384 0.5875 6.0745 1.448
Arrb2 0.4816 0.8878 3.3992 1.6369 0.5475 0.8847 2.6106 1.4294
Psmb6 1.1461 1.1884 1.0751 1.2323 1.0622 1.0476 0.9728 1.0333
Slc25a11 0.2498 0.6614 7.0109 1.7512 0.3592 0.7196 4.0133 1.4417
Pfn1 4.2298 0.6603 0.0244 0.1031 4.304 0.5725 0.0177 0.0761
Spag7 0.2804 0.6834 5.9391 1.6655 0.2584 0.609 5.5523 1.435
C1qbp 0.4826 0.9098 3.5544 1.7153 0.4297 0.7876 3.3601 1.4438
Derl2 0.2872 0.7032 5.9953 1.7219 0.292 0.6576 5.0704 1.4808
Txndc17 0.3493 0.7928 5.1498 1.7991 0.4375 0.7925 3.2817 1.4357
Med31 0.1804 0.5748 10.1588 1.8322 0.2119 0.5746 7.3514 1.5579
Ube2g1 0.3046 0.7281 5.7129 1.7403 0.3073 0.6644 4.6734 1.4364
Emc6 0.5479 0.9393 2.9392 1.6103 0.5136 0.8244 2.5763 1.3232
Pafah1b1 0.5164 0.8939 2.9964 1.5473 0.5086 0.8263 2.6392 1.3424
Rpa1 0.1817 0.5612 9.5383 1.7331 0.2551 0.6054 5.6323 1.4368
Pitpna 0.3699 0.8147 4.8525 1.7947 0.5324 0.8785 2.7229 1.4496
Ywhae 0.9694 1.1134 1.3192 1.2788 1.1142 1.038 0.8679 0.967
Fam101b 0.3182 0.7592 5.6925 1.8113 0.4323 0.8199 3.5972 1.555
Glod4 0.2976 0.718 5.8209 1.7322 0.3224 0.6785 4.4293 1.4279
Timm22 0.1934 0.5819 9.0581 1.7515 0.1917 0.5429 8.0208 1.5377
Blmh 0.1873 0.5739 9.3914 1.7587 0.2179 0.5664 6.7584 1.4725
Nsrp1 0.212 0.6301 8.8378 1.8733 0.2368 0.6065 6.5589 1.5533
Flot2 0.3439 0.7659 4.9595 1.7056 0.4143 0.7698 3.4525 1.4303
Rpl23a 2.5673 1.1341 0.1951 0.501 2.776 0.9519 0.1176 0.3264
Sdf2 0.1681 0.5671 11.3815 1.9133 0.2288 0.604 6.9727 1.595
Unc119 0.721 1.0384 2.0745 1.4957 0.8632 1.011 1.3718 1.1841
Ift20 0.2573 0.6889 7.1709 1.8448 0.2347 0.595 6.4276 1.5086
Lgals9 0.3348 0.7628 5.1908 1.7378 0.3032 0.6725 4.9194 1.4917
Wsb1 0.431 0.8362 3.7633 1.6221 0.4935 0.8124 2.7104 1.3375
Gm21975 0.3057 0.7212 5.5671 1.7017 0.3006 0.67 4.9679 1.4934
Evi2a 0.1868 0.6048 10.4785 1.9577 0.2451 0.6621 7.296 1.7885
Crlf3 0.2298 0.6392 7.7361 1.7778 0.3335 0.7023 4.4345 1.4789
Zfp207 0.4286 0.8291 3.7423 1.604 0.6068 0.8716 2.0631 1.252
Psmd11 0.2859 0.7111 6.1871 1.7687 0.3488 0.7056 4.0916 1.4272
Slfn2 0.5197 0.9454 3.3087 1.7196 1.1173 1.1378 1.0371 1.1588
AI662270 0.7023 1.027 2.1386 1.5019 0.7359 0.9575 1.6929 1.2458
1700020L24Rik 0.5189 0.9199 3.1424 1.6307 0.5872 0.8756 2.223 1.3054
Ccl9 0.4425 0.986 4.9664 2.1974 0.476 0.9836 4.2703 2.0326
Ccl6 0.3261 0.9642 8.7402 2.8506 0.5085 1.1345 4.9777 2.5312
Ccl3 0.8528 1.3157 2.3804 2.03 1.0042 1.3264 1.7448 1.7521
Wfdc17 0.2893 0.8857 9.369 2.7109 0.5737 1.1675 4.1414 2.376
Wfdc21 0.7041 1.1484 2.6603 1.8731 1.1581 1.4398 1.5458 1.7902
Ggnbp2 0.3126 0.7415 5.6268 1.7588 0.339 0.7108 4.3958 1.4903
Vmp1 0.344 0.7596 4.8751 1.6772 0.3487 0.7098 4.1433 1.4447
Supt4a 0.7294 1.0604 2.1133 1.5415 0.6855 0.9559 1.9448 1.3331
Mpo 0.9822 1.5688 2.551 2.5056 0.8477 1.4288 2.8406 2.408
Dynll2 0.2076 0.6159 8.8051 1.8277 0.1813 0.5213 8.2668 1.4989
Srsf1 0.2386 0.6347 7.077 1.6886 0.3001 0.6535 4.7426 1.4232
Mrps23 0.2269 0.6342 7.8096 1.7722 0.2462 0.6099 6.1386 1.5112
